0,90141
1,90022
2,89903
3,89904
4,89903
5,89784
6,89785
7,89666
8,89667
9,89548
10,89429
11,89430
12,89311
13,89192
14,89193
15,89194
16,89195
17,89076
18,89075
19,88956
20,88837
21,88836
22,88717
23,88598
24,88479
25,88360
26,88241
27,88242
28,88243
29,88125
30,88126
31,88127
32,88008
33,88009
34,88010
35,87891
36,87772
37,87773
38,87774
39,87655
40,87656
41,87775
42,87776
43,87657
44,87658
45,87659
46,87660
47,87661
48,87662
49,87543
50,87544
51,87425
52,87426
53,87427
54,87428
55,87429
56,87430
57,87549
58,87550
59,87551
60,87432
61,87433
62,87434
63,87435
64,87436
65,87437
66,87438
67,87319
68,87320
69,87321
70,87202
71,87203
72,87084
73,86965
74,86966
75,86847
76,86728
77,86729
78,86610
79,86611
80,86492
81,86373
82,86492
83,86493
84,86374
85,86375
86,86256
87,86257
88,86138
