0,58304
1,58305
2,58186
3,58305
4,58186
5,58305
6,58186
7,58185
8,58184
9,58183
10,58182
11,58300
12,58297
13,58296
14,58295
15,58294
16,58293
17,58292
18,58291
19,58290
20,58405
21,58404
22,58403
23,58401
24,58400
25,58399
26,58398
27,58397
28,58396
29,58395
30,58513
31,58512
32,58511
33,58510
34,58509
35,58508
36,58507
37,58506
38,58623
39,58622
40,58619
41,58618
42,58617
43,58735
44,58734
45,58733
46,58731
47,58730
48,58728
49,58727
50,58726
51,58725
52,58724
53,58723
54,58722
55,58721
56,58720
57,58719
58,58718
59,58717
60,58716
61,58715
62,58714
63,58713
64,58712
65,58711
66,58710
67,58709
68,58708
69,58707
70,58706
71,58705
72,58704
73,58703
74,58702
75,58820
76,58819
77,58818
78,58817
79,58816
80,58814
81,58813
82,58812
83,58811
84,58804
85,58914
86,58910
87,58906
88,58905
89,58904
90,58895
91,58894
92,58892
93,58891
94,58889
95,58886
96,58758
97,58757
98,58756
99,58755
100,58754
101,58871
102,58870
103,58869
104,58982
105,59100
106,59099
107,59218
108,59217
109,59216
110,59335
111,59334
112,59333
113,59450
114,59568
115,59567
116,59685
117,59684
118,59803
119,59802
120,59801
121,59920
122,59919
123,59918
124,60036
125,60035
126,60034
127,60153
128,60152
129,60151
130,60269
131,60268
132,60386
133,60385
134,61083
135,61200
136,61199
137,61433
138,61432
139,61549
140,61548
141,61666
142,61665
143,61783
144,61782
145,61900
146,61899
147,61898
148,62016
149,62015
150,62014
151,62132
152,62131
153,62130
154,62249
155,62248
156,62247
157,62365
158,62364
159,62363
160,62482
161,62481
162,62480
163,62598
164,62597
165,62596
166,62714
167,62830
168,62829
169,62947
170,62946
171,63064
172,63063
173,63062
174,63180
175,63179
176,63178
177,63296
178,64688
179,64687
180,65264
181,65603
182,65831
183,65829
184,65947
185,65946
186,65943
187,66060
188,66059
189,66058
190,66057
191,66056
192,66055
193,66173
194,66172
195,66283
196,66282
197,66399
198,66398
199,66397
200,66396
201,66395
202,66394
203,66737
204,66736
205,66735
206,66734
207,66849
208,66848
209,67187
210,67184
211,67411
212,67410
213,67409
214,67527
215,67526
216,67523
217,67522
218,67640
219,67639
220,67638
221,67637
222,67636
223,67754
224,67753
225,67752
226,67751
227,67750
228,67868
229,67867
230,67866
231,67865
232,67864
233,67863
234,67981
235,67980
236,67979
237,67978
238,67977
239,67976
240,67975
241,68093
242,68092
243,68321
244,68320
245,68439
246,68554
247,68553
248,69016
249,69246
250,69365
251,69364
252,69482
253,69481
254,69480
255,69479
256,69597
257,69596
258,69595
259,69713
260,69712
261,69711
262,69829
263,69827
264,69944
265,69943
266,69942
267,70061
268,70060
269,70059
270,70058
271,70177
272,70176
273,70175
274,70292
275,70291
276,70290
277,70407
278,70406
279,70524
280,70523
281,70522
282,70521
283,70640
284,70639
285,70638
286,70637
287,70755
288,70754
289,70753
290,70752
291,70871
292,70870
293,70869
294,70868
295,70986
296,70985
297,70984
298,70983
299,71102
300,71216
301,71215
302,71333
303,71332
304,71331
305,71449
306,71448
307,71447
308,71565
309,71564
310,71563
311,71562
312,71680
313,71679
314,71678
315,71796
316,71795
317,71794
318,71910
319,72259
320,72258
321,72257
322,72374
323,72372
324,72490
325,72719
326,72718
327,72836
328,72835
329,72834
330,72949
331,73067
332,73066
333,73065
334,73183
335,73182
336,73181
337,73180
338,73299
339,73298
340,73297
341,73296
342,73295
343,73414
344,73413
345,73412
346,73411
347,73529
348,73528
349,73527
350,73526
351,73645
352,73644
353,73643
354,73642
355,73760
356,73759
357,73758
358,73876
359,73875
360,73874
361,73873
362,102085
363,102564
364,109012
365,108521
366,107669
367,106820
368,106819
369,106700
370,106699
371,106698
372,106579
373,106578
374,106458
375,106457
376,106456
377,106337
378,106336
379,106335
380,106216
381,106215
382,106214
383,106095
384,106094
385,106093
386,105974
387,105973
388,105853
389,105852
390,105732
391,105731
392,105611
393,105610
394,105490
395,105370
396,105369
397,105250
398,105249
399,105248
400,105129
401,105128
402,105008
403,105007
404,104887
405,104886
406,104767
407,104766
408,104646
