0,90271
1,90272
2,90153
3,90152
4,90033
5,89914
6,89795
7,89796
8,89797
9,89798
10,89679
11,89798
12,89679
13,89798
14,89797
15,89678
16,89797
17,89796
18,89795
19,89914
20,89913
21,89912
22,89911
23,90029
24,90030
25,90029
26,90148
27,90149
28,90150
29,90151
30,90270
31,90271
32,90148
33,90029
34,89910
35,89911
36,89910
37,89909
38,89908
39,90027
40,89907
41,89906
42,90025
43,90024
44,90023
45,90022
46,89903
47,89904
48,89903
49,89784
50,89785
51,89666
52,89667
53,89548
54,89429
55,89548
56,89547
57,89548
58,89547
59,89548
60,89547
61,89548
62,89547
63,89548
64,89547
65,89548
66,89547
67,89548
68,89547
69,89548
70,89547
71,89548
72,89547
73,89548
74,89547
75,89548
76,89547
77,89548
78,89547
79,89548
80,89547
81,89548
82,89547
83,89548
84,89547
85,89548
86,89547
87,89548
88,89547
89,89548
90,89547
91,89548
92,89547
93,89548
94,89547
95,89548
96,89547
97,89548
98,89547
99,89548
100,89547
101,89548
102,89547
103,89548
104,89547
105,89548
106,89547
107,89548
108,89547
109,89548
110,89547
111,89548
112,89547
113,89548
114,89547
115,89548
116,89547
117,89548
118,89547
119,89548
120,89547
121,89548
122,89547
123,89548
124,89547
125,89548
126,89547
127,89548
128,89547
129,89548
130,89547
131,89548
132,89547
133,89548
134,89547
135,89548
136,89547
137,89548
138,89547
139,89548
140,89547
141,89548
142,89547
143,89548
144,89547
145,89548
146,89547
147,89548
148,89547
149,89548
150,89547
151,89548
152,89547
153,89548
154,89547
155,89548
156,89547
157,89548
158,89547
159,89666
160,89665
161,89666
162,89665
163,89666
164,89665
