0,90150
1,90149
2,90148
3,90147
4,90028
5,90029
6,89910
7,89911
8,90029
9,90030
10,90029
11,90148
12,90147
13,89434
14,89435
15,89434
16,89315
17,89314
18,89195
19,89076
20,89075
21,89076
22,89195
23,89076
24,89195
25,89076
26,89195
27,89076
28,89195
29,89314
30,89315
31,89434
32,89553
33,89672
34,89791
35,89792
36,89911
37,90029
38,90030
39,90029
40,90148
41,90149
42,90150
43,90149
44,90148
45,90029
46,89910
47,89911
48,89912
49,89913
50,89914
51,89795
52,89796
53,89797
54,89678
55,89798
56,89797
57,89796
58,89797
59,89798
60,89797
61,89678
62,89797
63,89796
64,89795
65,89914
66,89913
67,89912
68,89911
69,90029
70,90030
71,90029
72,90148
73,90149
74,90150
75,90149
76,90148
77,90029
78,89910
79,89911
80,89910
81,89909
82,89908
83,90027
84,90026
85,89907
86,89906
87,90025
88,90024
89,90023
90,90022
91,90141
92,90142
