0,90271
1,90270
2,90269
3,90150
4,90149
5,90268
6,90149
7,90268
8,90267
9,90266
10,90265
11,90264
12,90263
13,90262
14,90261
15,90380
16,90381
17,90382
18,90381
19,90382
20,90381
21,90382
22,90381
23,90382
24,90381
25,90382
26,90381
27,90382
28,90381
29,90382
30,90381
31,90382
32,90381
33,90382
34,90381
35,90382
36,90381
37,90382
38,90381
39,90382
40,90381
41,90380
42,90261
43,90262
44,90263
45,90264
46,90265
47,90266
48,90267
49,90268
50,90149
51,90268
52,90149
53,90150
54,90269
55,90270
56,90271
57,90270
58,90151
59,90150
60,90149
61,90148
62,90149
63,90148
64,90149
65,90150
66,90269
67,90150
68,90149
69,90148
70,90267
71,90148
72,90267
73,90268
74,90149
75,90150
76,90269
77,90150
78,90149
79,90150
80,90149
81,90148
82,90147
83,90148
84,90149
85,90150
86,90151
87,90270
88,90271
