0,90141
1,90260
2,90261
3,90380
4,90381
5,90380
6,90379
7,90378
8,90259
9,90140
10,90259
11,90140
12,90259
13,90378
14,90497
15,90498
16,90617
17,90498
18,90617
19,90498
20,90617
21,90498
22,90617
23,90498
24,90617
25,90498
26,90617
27,90498
28,90617
29,90498
30,90617
31,90498
32,90617
33,90498
34,90617
35,90498
36,90617
37,90498
38,90617
39,90498
40,90497
41,90378
42,90259
43,90140
44,90259
45,90258
46,90257
47,90258
48,90259
49,90140
50,90141
51,90260
52,90379
53,90498
54,90617
55,90736
56,90855
57,90974
58,91093
59,91094
60,91093
61,91092
62,91211
63,91210
