0,91335
1,91334
2,91333
3,91334
4,91453
5,91454
6,91573
7,91692
8,91693
9,91812
10,91813
11,91932
12,91813
13,91814
14,91933
15,91814
16,91933
17,91814
18,91933
19,91814
20,91813
21,91932
22,91813
23,91932
24,91813
25,91932
26,91813
27,91812
28,91693
29,91692
30,91573
31,91454
32,91453
33,91334
34,91333
35,91452
36,91333
37,91213
38,91333
39,91334
40,91453
41,91454
42,91573
43,91692
44,91693
45,91812
46,91813
47,91932
48,91813
49,91814
50,91933
51,91814
52,91933
53,91814
54,91813
55,91932
56,91813
57,91812
58,91693
59,91692
60,91573
61,91454
62,91453
63,91334
64,91333
65,91452
66,91333
67,91334
68,91453
69,91454
70,91573
71,91692
72,91693
73,91812
74,91813
75,91932
76,91931
77,92050
