0,90140
1,90259
2,90140
3,90021
4,90022
5,89903
6,89784
7,89785
8,89666
9,89667
10,89548
11,89429
12,89430
13,89311
14,89312
15,89193
16,89074
17,89075
18,88956
19,88837
20,88718
21,88599
22,88480
23,88361
24,88242
25,88123
26,88004
27,87885
28,87766
29,87647
30,87646
31,87527
32,87526
33,87644
34,87643
35,87642
36,87641
37,87759
38,87758
39,87877
40,87876
41,87875
42,87994
43,87993
44,88112
45,88111
46,88110
47,88229
48,88228
49,88227
50,88108
51,87989
52,87988
53,87869
54,87868
55,87749
56,87629
57,87510
58,87509
59,87390
60,87270
61,87269
62,87150
63,87149
64,87030
65,87029
66,86910
67,86791
68,86672
69,86671
70,86552
71,86551
72,86550
73,86431
74,86430
75,86429
76,86310
77,86309
78,86308
79,86189
80,86188
81,86069
82,85950
83,85831
84,85830
85,85711
86,85592
87,85473
88,85354
89,85235
90,85234
91,85115
92,85114
93,85113
94,84994
95,84875
96,84874
97,84755
98,84636
99,84635
100,84516
101,84397
102,84278
103,84159
104,84160
105,84041
106,84042
107,83923
108,83924
109,83805
110,83804
111,83685
112,83684
113,83565
114,83566
115,83447
116,83328
117,83327
118,83208
119,83089
120,83088
121,82969
122,82850
123,82851
124,82732
125,82613
126,82614
127,82495
128,82496
129,82377
130,82258
131,82139
132,82140
133,82021
134,81902
135,81783
136,81782
137,81663
138,81664
139,81545
140,81544
141,81425
142,81306
143,81187
144,81188
145,81069
146,81070
147,80951
148,80832
149,80713
150,80714
151,80595
152,80476
153,80477
154,80358
155,80359
156,80240
157,80241
158,80122
159,80123
160,80124
161,80005
162,79886
163,79767
164,79648
165,79529
166,79410
167,79291
168,79292
169,79291
170,79172
171,79053
172,78934
173,78935
174,78816
175,78697
176,78698
177,78579
178,78580
179,78461
180,78342
181,78223
182,78222
183,78103
184,78102
185,77983
186,77982
187,77863
188,77864
189,77865
190,77746
191,77747
192,77748
193,77629
194,77628
195,77629
196,77630
197,77511
198,77512
199,77631
