0,89193
1,89192
2,89193
3,89192
4,89193
5,89192
6,89193
7,89192
8,89193
9,89192
10,89193
11,89192
12,89193
13,89192
14,89193
15,89192
16,89193
17,89192
18,89193
19,89192
20,89193
21,89192
22,89193
23,89192
24,89193
25,89192
26,89193
27,89192
28,89193
29,89192
30,89193
31,89192
32,89193
33,89192
34,89193
35,89192
36,89193
37,89192
38,89311
39,89430
40,89429
41,89548
42,89667
43,89666
44,89785
45,89784
46,89904
47,89903
48,90022
49,90141
50,90260
51,90379
52,90498
53,90617
54,90736
55,90855
56,90974
57,91093
58,91094
59,91213
60,91333
61,91334
62,91453
63,91454
64,91573
65,91692
66,91693
67,91812
68,91813
69,91932
70,91931
71,92050
