0,90142
1,90141
2,90142
3,90141
4,90142
5,90141
6,90142
7,90141
8,90022
9,90023
10,89904
11,90023
12,90024
13,89905
14,89906
15,89907
16,90026
17,90027
18,89908
19,89909
20,89910
21,89911
22,90029
23,90030
24,90029
25,90148
26,90267
27,90268
28,90149
29,90268
30,90149
31,90150
32,90269
33,90270
34,90269
35,90150
36,90149
37,90268
38,90149
39,90268
40,90267
41,90148
42,90147
43,90148
44,90028
45,90029
46,89910
47,89909
48,89908
49,90027
50,90026
51,89907
52,89906
53,90025
54,90024
55,90023
56,90142
57,90141
58,90142
59,90141
60,90142
61,90141
62,90142
63,90141
64,90142
65,90141
66,90142
67,90023
68,90142
69,90141
70,90142
71,90141
72,90142
73,90141
74,90142
75,90141
76,90142
77,90141
78,90142
79,90141
80,90142
81,90141
82,90142
83,90141
84,90142
85,90141
86,90142
87,90141
88,90142
89,90141
90,90142
91,90141
92,90142
93,90141
94,90142
95,90141
96,90142
97,90141
98,90142
99,90141
100,90142
101,90141
102,90142
103,90141
104,90142
105,90141
106,90142
107,90141
108,90142
109,90141
110,90142
111,90141
112,90142
113,90141
114,90142
115,90141
116,90142
117,90141
118,90142
119,90141
120,90142
121,90141
122,90142
123,90141
124,90142
125,90141
126,90142
127,90141
128,90142
129,90141
130,90142
131,90141
132,90142
133,90141
134,90142
135,90141
136,90142
137,90141
138,90142
139,90141
140,90142
141,90141
142,90142
143,90141
144,90142
