0,91813
1,91812
2,91693
3,91692
4,91573
5,91454
6,91573
7,91692
8,91693
9,91812
10,91813
11,91932
12,91931
13,91930
14,91929
15,92048
16,91929
17,91930
18,91931
19,91932
20,91813
21,91812
22,91693
23,91692
24,91573
25,91453
26,91452
27,91453
28,91334
29,91333
30,91452
31,91454
32,91573
33,91692
34,91693
35,91812
36,91813
37,91932
38,91931
39,91930
40,91929
41,92048
42,91929
43,92048
44,91929
45,92048
46,91929
47,92048
48,91929
49,92048
50,91929
51,92048
52,91929
53,92048
54,91929
55,92048
56,91929
57,92048
58,91929
59,92048
60,91929
61,92048
62,91929
63,92048
64,91929
65,92048
66,91929
67,92048
68,91929
69,92048
70,91929
71,92048
72,91929
73,92048
74,91929
75,92048
76,91929
77,92048
78,91929
79,92048
80,91929
81,92048
82,91929
83,92048
84,91929
85,92048
86,91929
87,92048
88,91929
89,92048
90,91929
91,92048
92,91929
93,92048
94,91929
95,92048
96,91929
97,92048
98,91929
99,92048
100,91929
101,92048
102,91929
103,92048
104,91929
105,92048
106,91929
107,92048
108,91929
109,92048
110,91929
111,92048
112,91929
113,92048
114,91929
115,92048
116,91929
117,92048
118,91929
119,92048
120,91929
121,92048
122,91929
123,92048
124,91929
125,92048
126,91929
127,92048
128,91929
129,91928
130,91929
131,92048
132,91929
133,92048
134,91929
135,92048
136,91929
137,92048
138,91929
139,92048
140,91929
141,92048
142,91929
143,92048
144,91929
145,92048
146,91929
147,92048
148,91929
149,92048
150,91929
151,92048
152,91929
153,92048
154,91929
155,92048
156,91929
157,92048
158,91929
159,92048
160,91929
161,92048
162,91929
163,92048
164,91929
165,92048
